GRBname,breaknum,slopes,slopes_err,breaks,breaks_err,normal,normal_err,fluence,chisq,rchisq,n,npar,dof,deltaAIC,BIC,flare_count,Trig_ID,T90,T90_err,redshift,redshift_err,conversion,conversion_bat,bat_conversion_rchisq,dimple,pulse_count,total_flare_fluence,total_pulse_fluence
GRB051109B,3,"[2.203664617612087, 0.19882441101182996, 2.659627428151744, 0.8227364477936946]","[0.5923300342153742, 0.19143290946872132, 1.9722531702151516, 0.4314897780364304]","[289.64143781046675, 4751.877983274866, 7799.685018163505]","[0.009829152678055229, 0.14657591874413373, 0.021756276665538962]",43107.24459392737,139863.02298657602,"(695.6701478288057, [54.34646255572049, 492.2521221483244, 149.07156312476084])",16.23048830303802,1.159320593074144,22,8,14,19.25235103392872,-98.28014764007484,0,163170.0,15.696,4.117119,0.08,,3.68e-11,3.802425258666748e-07,0.60277,3.0,1,0.0,2.101190484041196e-08
GRB051117B,0,[1.7945208332853546],[0.33360774315275715],[],[],7690.69697615586,15564.011293505557,"(0.0, [])",5.575745561946311,1.858581853982104,5,2,3,7.099068764105706,-14.62990691272246,0,164279.0,9.02,1.315082,0.481,,4.89e-11,2.5494590168387634e-10,0.93024,3.0,0,0.0,0.0
GRB051227A,2,"[0.054679574934861884, 2.6215523408132206, 1.0095567336789242]","[nan, 0.307093834664256, 0.12978639325193142]","[122.21806591122088, 402.29999108792003]","[0.04106520726761765, 0.014205195668639795]",13.728599744929634,,"(882.9150105977785, [202.5560722560519, 680.3589383417266])",15.60597815935932,0.9179987152564304,23,6,17,10.032136379095228,33.2755099401501,0,174738.0,115.4,14.94417,,,3.57e-11,5.558118376691179e-07,1.13017,3.0,1,0.0,2.275872168316556e-08
GRB051008A,1,"[0.868347215751561, 1.8630759794519527]","[0.10868605228392675, 0.1445703314389953]",[14913.076445207638],[0.018863392504518517],689.104565555615,667.792980067093,"(3483.307117357126, [3483.307117357126])",82.34599069002144,0.925235850449679,93,4,89,0.7732861524949053,-348.0947188060845,0,158855.0,12.408,1.355315,2.77,+0.15-0.20,4.24e-11,5.205799148411314e-07,0.88341,4.0,4,0.0,8.722849567703654e-07
GRB051016A,3,"[0.6452284332602733, 4.577408577630813, 6.0, 0.8719197399759204]","[1.6380818137076076, 2.0543478470587777, 2.5882206001646857, 0.08671432327728082]","[142.85655653486506, 222.55382590928807, 249.71570881035723]","[0.059007028471356894, nan, 0.3884706643909647]",148.25462608652634,1183.7921582720016,"(337.5973056688838, [130.52608612514894, 191.61993769165218, 15.451281852082644])",13.077678657457476,1.0059752813428828,21,8,13,16.125107503064555,-50.80137026681261,0,159913.0,21.0,6.082763,,,2.57e-11,5.492328004512654e-07,0.37853,3.0,1,0.0,1.377643430690261e-07
GRB051016B,5,"[1.674085282679086, 5.426754771264747, -0.3, 0.47591769229092856, 0.7337132504476749, 1.2514495063389919]","[nan, 1.2775895511998938, nan, 1.02522649142097, 0.1068197739370331, 0.335478233787527]","[95.60382643570739, 180.64555421959517, 782.5847652138439, 4681.374974016329, 40454.56616586595]","[0.04372340739328352, 0.05221188972036271, 0.9841845148847245, 0.05122401942651247, 0.03763763773707754]",11960.273045120304,,"(2642.9189863886613, [66.20315179994522, 117.45445796046562, 145.62922226276228, 659.1821306568083, 1654.4500237086797])",54.231464366818166,1.1067645789146563,61,12,49,30.187898881439175,-290.8630012522408,0,159994.0,4.0,0.4482187,0.9364,,3.8e-11,5.617055215065983e-07,0.67417,1.0,1,0.0,3.596517103115128e-08
GRB051006A,0,[1.590597977802809],[0.09441956906822474],[],[],12655.051257727891,6782.5782842958415,"(0.0, [])",71.01115984390887,2.8404463937563547,27,2,25,32.186952959483634,66.68847770609307,0,158593.0,35.408,8.934607,1.059,,4.46e-11,4.986499451956839e-07,0.41816,3.0,3,0.0,1.5074849043772714e-07
GRB060105A,5,"[1.161078111976742, 0.6017861443628478, -0.05829717126354585, 2.144766560051625, 1.1914879314857, 3.438224052583215]","[0.01248336105494748, 0.02820905642647137, 0.0609985175217543, 0.11607306635027125, 0.12779274513168193, 4.553616704323611]","[302.943674959381, 1903.096396499728, 2207.4659761148027, 22713.60617375166, 110211.13382900522]","[0.029253975317017813, 0.20765040485229025, 0.0712579929293267, 0.0775695355267963, 0.11659725079982203]",26548.201062066382,1478.379665738842,"(68877.03509004365, [13347.642635696904, 28652.938274650813, 3532.0140312840954, 20912.942563984285, 2431.497584427549])",1213.5802015701693,1.4533894629582866,847,12,835,340.691935693584,4199.906340902831,1,175942.0,54.376,1.420051,,,4.07e-11,5.214083923908115e-07,0.7522,2.0,10,5.732848590049873e-09,3.185876933973739e-06
GRB050922B,3,"[0.4015685195389268, 3.1088499230206623, 5.991533161477528, -0.158504576132416]","[nan, nan, 0.47641097117403897, nan]","[496.3986726476277, 1405.7155404250082, 2052.0498509119207]","[0.02164628493077702, nan, 0.00926367347237176]",199.6704963904694,,"(4520.557405883711, [911.8030624455771, 3453.6067024059694, 155.14764103216496])",64.8901553279924,2.0278173539997626,40,8,32,44.2784007817122,138.573341020022,3,156434.0,157.024,94.48681,4.5,+0.5-0.5,2.78e-11,5.036695669772256e-07,1.39976,3.0,0,3.594953191704907e-07,0.0
GRB060108A,2,"[1.5028100868053091, 0.303184812716111, 1.0842727983308047]","[0.4845408133099104, 0.13870786528278306, 0.2682659743777944]","[514.1106642865988, 12360.650301887345]","[0.1949007394611751, 0.22896852854538752]",1853.00627793034,4902.289489746998,"(1113.5244738335732, [172.183508083839, 941.3409657497342])",16.195207528923103,0.9526592664072412,23,6,17,10.884546525949771,-115.06837626365792,0,176453.0,14.22,2.144425,2.03,0.67N/A,3.39e-11,5.647536539454551e-07,1.02138,3.0,1,0.0,7.436522539045659e-08
GRB060109A,5,"[0.8544676475208564, 5.856719153638389, 2.0023673242762605, -0.06692710988641679, 0.729556263801748, 1.3696401670247598]","[0.6043661572893657, 0.6588533275413766, 0.5444567792183295, 0.21206978084712824, 0.938910692531591, 0.1837174335198882]","[122.76901551991115, 196.68230070658205, 661.7844987360423, 4695.940665822877, 7485.735122764166]","[0.017695774377817202, 0.048972545507464965, 0.10977866331629658, 0.02227708071005917, 0.24959693968051833]",2126.870129552663,6024.772185216849,"(2958.884994775777, [489.0164276316134, 792.5106129560264, 304.8218323422656, 855.1495076120049, 517.3866142338663])",96.98315692686371,1.3854736703837676,82,12,70,50.73545067870533,-32.66749076738117,0,176620.0,115.592,11.14916,,,3.5899999999999994e-11,4.274998121345281e-07,0.75619,3.0,0,0.0,0.0
GRB060111A,2,"[0.7307357131997342, 5.999999999999999, 0.9116857702681227]","[0.037712370310240925, 4.237306549435078, 0.1211216117371608]","[2635.368021185113, 4275.790328634642]","[0.1445575817118328, 0.03706177636944845]",666.7418243703947,138.7664377301405,"(13757.185477632911, [12744.108472067057, 1013.0770055658548])",123.83288124310567,2.3364694574170883,59,6,53,62.0698196569651,-29.794931418015167,5,176818.0,13.212,1.165621,2.32,,3.34e-11,4.687780308012276e-07,0.42673,4.0,2,4.658713172273604e-07,3.293386769560625e-07
GRB051117A,5,"[0.34539086129527535, 1.0500933961588104, 3.4993011991404845, 0.8961919912778382, 2.892194063705225, 2.376985576725338]","[0.016040085021085664, 0.02926590453495949, nan, nan, nan, nan]","[151.41661606268949, 665.3602041312065, 1028.5161889496635, 5298.195050406266, 15390.455691146512]","[0.011671935551672022, 0.003533940542546029, nan, nan, 0.02379636910012979]",846.7223307423196,64.75943305696725,"(60356.14850654198, [5978.848776050487, 32303.36602834308, 5579.407406214625, 12649.253467123966, 3845.2728288098224])",2266.4491605097937,3.092017954310769,745,12,733,864.9738333678391,6444.1754395084745,6,164268.0,140.632,13.50078,,,3.0599999999999996e-11,5.061558322626635e-07,1.02198,2.0,23,9.59269405247302e-07,2.817500113833949e-07
GRB060313A,3,"[-0.18178777878836802, 2.246506637336805, 0.6294322129996324, 1.426644873510797]","[nan, 0.49960003688805465, 0.13802926098713014, 0.13336110330815804]","[183.79800263118173, 388.8731653488783, 4985.2470248881045]","[0.010875520869509292, 0.12369647828099514, 0.12315797894929059]",2.2306830066052554,,"(2800.5231657504373, [520.3489331322685, 515.181457531542, 1764.992775086627])",38.15593902676382,0.7481556671914474,59,8,51,-1.1185084750356855,-148.13765903328255,0,201487.0,0.744,0.03417602,,,3.49e-11,4.683274478385438e-07,1.28006,5.0,3,0.0,1.789854496818861e-07
GRB060203A,0,[0.9185376414588773],[0.09218281337444839],[],[],255.53238483954627,220.4970786171794,"(0.0, [])",41.74693342583304,1.1927695264523726,37,2,35,10.52228364056744,-202.87665532092652,0,180151.0,69.524,11.63856,,,3.29e-11,2.5111775266202806e-10,1.10973,3.0,0,0.0,0.0
GRB060116A,0,[1.0225268898798647],[0.10579760577126937],[],[],265.5110213778901,205.59156407426784,"(0.0, [])",17.087797430380007,1.423983119198334,14,2,12,8.948411417935535,-41.46604980737923,0,177533.0,104.832,27.25683,6.6,+0.15-0.15,5e-11,5.362854322059401e-07,1.38636,3.0,0,0.0,0.0
GRB060111B,5,"[0.26369526364277207, 5.999999487237261, 1.2542644007485393, -0.06318685950682286, 1.4442586601510885, 0.42591308834842867]","[0.48593405357289116, 2.445591030386568, 0.14627104676564787, nan, 0.141569095628927, 1.314193430632446]","[98.92612611264016, 119.40977850292252, 961.9170999601574, 2340.222947553347, 43079.34585317622]","[0.018563260679906372, 0.03741327836859002, 0.14694210350569364, nan, 0.02359194909034684]",58.13236669659244,125.7909586460187,"(3714.551999100444, [189.00929348519892, 208.8087475561265, 1081.9512614494308, 581.8191308184007, 1652.9635657912868])",60.57794620226124,1.1878028667110048,63,12,51,34.84263201374337,-48.235514928456695,0,176918.0,58.832,4.284321,,,3.63e-11,4.0241457474250134e-07,0.50873,4.0,1,0.0,2.946667829840919e-08
GRB060115A,3,"[1.9503821257382499, 5.492497707787347, 2.2950244653592904, 0.6873929872449943]","[0.20137439309245836, 2.569093899454732, 0.13625427208089172, 0.07969377274459158]","[135.86297059615515, 153.60444318669613, 1159.6145973888076]","[0.01759667915910193, 0.03746070860251087, 0.082009627645257]",559170.1182116815,541236.9858810054,"(3300.286551832005, [638.9173144038517, 495.4547430270835, 2165.9144944010695])",152.57231760173812,1.956055353868437,86,8,78,73.69996888329106,262.665986969277,0,177408.0,139.092,15.21002,3.5328,,3.16e-11,4.976388881018555e-07,1.73252,4.0,1,0.0,1.5535784745842552e-07
GRB060206A,0,[0.6240966149471359],[0.0648415228671183],[],[],41.75951427232981,22.38479020247373,"(0.0, [])",14.165306323706512,1.7706632904633142,10,2,8,9.71354216762854,-16.33039357106533,0,180455.0,7.552,2.192934,4.0559,,3.0199999999999997e-11,4.186197095419062e-07,0.80885,1.0,1,0.0,2.0758590854451857e-07
GRB060223A,0,[1.0454483072327476],[0.10908375729130665],[],[],150.02865814585314,108.10105412460612,"(0.0, [])",78.2538546688657,7.1139867880787,13,2,11,29.506816612583567,33.433718303832194,0,192059.0,11.32,1.072604,4.41,,3.5899999999999994e-11,5.233900744845148e-07,0.74701,4.0,2,0.0,1.7699999779583687e-07
GRB060219A,1,"[3.0480461650188886, 0.5648098851123046]","[0.43747246254626165, 0.08944157594633112]",[267.0287376895797],[0.08016355412059789],5056073.809253327,11620437.500221454,"(92.0965376185482, [92.0965376185482])",20.58652485672051,1.7155437380600425,16,4,12,16.635681260802905,-72.17565807048962,0,191512.0,62.044,6.246817,,,2.59e-11,4.984700098130439e-07,0.98051,3.0,0,0.0,0.0
GRB060211B,0,[2.243329566581634],[0.19829156063630568],[],[],112869.80330481625,120736.6751538184,"(0.0, [])",44.10625384732806,4.9006948719253405,11,2,9,21.483147062253583,10.311844948098608,0,181156.0,27.732,7.753546,,,4.37e-11,5.353899285700537e-07,1.40233,3.0,1,0.0,4.103164726330964e-08
GRB060306A,3,"[2.0559512132443825, 4.466653867074772, 0.5893341611321257, 1.0662251476267077]","[6.565553067744858, 1.2374373058902957, 0.07595671238146151, 0.09539981444253831]","[108.65402307769355, 168.82551259313504, 6474.5703090257775]","[0.11991814213020903, 0.04868646017054634, 0.1919495723792606]",181612.8638096646,5495695.853292963,"(2806.4170401265255, [157.41040870198907, 290.41506637132824, 2358.5915650532083])",86.13394236603746,1.1186226281303566,85,8,77,25.528341234856605,-223.4366078716497,0,200638.0,60.94,3.363018,1.559,,3.89e-11,5.103334908582276e-07,1.46842,4.0,4,0.0,5.061348795283603e-07
GRB060124A,3,"[0.6906581628483823, -0.2999999764054624, 1.0425680359968992, 1.461478905889482]","[nan, 0.15275431611395848, 0.08339748340027851, 0.04822268172126504]","[130.07448508281118, 2574.292619646298, 58402.05450958816]","[nan, nan, 0.029115545703324405]",61.48852733311303,29.759685931239677,"(49423.09827949961, [31.352883083549532, 10120.666256602148, 39271.07913981391])",298.41462641386744,1.1936585056554698,258,8,250,61.67192507277987,-1009.8958037859252,3,178750.0,13.424,1.291649,2.3,,3.5499999999999994e-11,5.12269570646763e-07,0.56358,3.0,2,2.657628759523046e-06,7.969093451391606e-08
GRB060421A,0,[1.019806669784882],[0.09608189448307441],[],[],236.44869137881892,177.6880093249796,"(0.0, [])",14.470033041107042,1.8087541301383805,10,2,8,9.926382823823069,-39.296736346703305,0,206257.0,11.996,3.25771,,,7.58e-11,3.25228463685195e-09,1.49156,4.0,4,0.0,1.7092752752826644e-09
GRB060323A,0,[1.301201620805721],[0.19544532584534088],[],[],4370.855452994161,7525.881121325527,"(0.0, [])",11.236117757276848,1.2484575285863164,11,2,9,6.44099693427235,-58.56695834594473,0,202505.0,23.872,5.603393,,,3.45e-11,5.319236198516445e-07,1.21974,3.0,3,0.0,8.113295715431482e-06
GRB060319A,3,"[0.24167210495468658, 1.2625181310222868, -0.1446948434963438, 1.0962508383303884]","[1.0885854828956023, 0.19280420487952316, 0.29298697640588334, 0.161418812319702]","[1409.4290914636827, 7473.990835896045, 14739.634366678269]","[0.29512093016875507, 0.09724688795805275, 0.0957097792087061]",2.6884538092343577,20.023907744955217,"(1395.3084985538476, [72.4228016087893, 887.4345341118311, 435.45116283322704])",45.051794975210925,0.8833685289257044,59,8,51,8.683244481583051,-338.2365711191226,1,202035.0,10.288,1.718829,1.172,,4.08e-11,7.719246821275007e-10,0.60904,1.0,1,1.5085882222132517e-08,7.356331042168362e-11
GRB060427A,3,"[1.7934944288144643, 4.698751534605844, 1.7052046412232507, 1.0419053923385362]","[0.7711304276139471, 0.5981522422368708, 0.2922525840393796, 0.40774811777201025]","[155.79450641683223, 243.06660723382245, 1401.1331614461726]","[0.023622024930172222, 0.044812061922917895, 0.536442128474595]",247748.03397798023,948841.0080632186,"(2403.3427289288616, [543.7588920064562, 984.156819413246, 875.4270175091592])",51.506032334635286,1.0958730283964957,55,8,47,21.03532324963229,148.83826436353587,0,207281.0,62.0,16.49242,,,3.09e-11,4.5311748224817355e-07,0.95798,3.0,0,0.0,0.0
GRB060312A,3,"[0.4732775725443067, 6.0, 0.6937558062474839, 1.1719616342582972]","[0.09191226191440029, 1.6529274134687095, 0.10713724304077804, 0.4637974228720823]","[144.13603921486896, 233.37756911519628, 9857.59729718791]","[0.006249137519444808, 0.05772300198412629, 0.33678358413778914]",111.61532049477874,43.0631154589033,"(2326.1863340887494, [1083.6029069296733, 278.5710023496672, 964.0124248094088])",49.20118836420422,1.9680475345681687,33,8,25,38.34238441871764,-41.34065158110224,3,201391.0,44.656,3.234084,,,3.67e-11,4.532227129814944e-07,0.79754,4.0,2,6.999912322816271e-08,3.9690064830912466e-07
GRB060211A,3,"[1.8442521671863912, 4.221111137706329, 2.3810697390237814, 0.2573957894743135]","[0.26623178872210473, 0.2043873633245496, 0.35503884420350623, 0.18111664843915115]","[207.91058069157165, 470.01096958036976, 3221.2316064619313]","[0.015296369093839834, 0.05935099847453393, 0.132025821361289]",1176472.9468789648,1651227.1651261402,"(5945.461456005333, [1570.9868625708075, 3742.1722669932615, 632.3023264412643])",121.48837161944957,0.9877103383695084,131,8,123,14.380079674976628,621.6509172092393,0,181126.0,126.46,9.555313,,,3.8e-11,4.473677833375298e-07,1.87066,3.0,1,0.0,9.843172011828346e-09
GRB060428A,3,"[2.8844004723841907, 0.2066880828892441, 0.6946082581549452, 0.9581559181569002]","[0.37918310206276123, 0.29611049411447665, 0.06107928617139542, 0.27035219045126835]","[212.7938411276974, 2130.883568294812, 113713.50281797761]","[0.08705355174670809, 0.2912177748545247, 0.40718340007977455]",5315944.517882039,9659659.164464502,"(12620.635090960384, [659.4305319093189, 1435.481187051884, 10525.723371999182])",100.23564393917948,1.0023564393917948,108,8,100,16.254196072980783,-361.63201197334695,0,207364.0,39.48,3.820836,,,5.44e-11,4.664410490455379e-07,0.97251,4.0,3,0.0,2.510071310070427e-07
GRB060403A,0,[1.4484281333653226],[0.10824201725239618],[],[],5248.21590197046,2550.619106257468,"(0.0, [])",1.0209431618703582,0.3403143872901193,5,2,3,-1.3894271005707246,12.239155378055427,0,203755.0,30.588,4.841253,,,6.21e-11,1.1580271414960515e-09,0.41479,4.0,3,0.0,3.363667985109912e-10
GRB060204B,4,"[1.5897255112555602, 5.999999999997869, 0.7224104508496729, 2.080647687673985, 1.043486087019063]","[0.22132032545434094, 0.645256918871512, 0.08670974398204268, 1.7636891246092206, 0.2967838311822346]","[121.62006833571166, 207.98215231033083, 8860.822186333126, 13729.60200807798]","[0.06545879745076363, 0.027700415111054616, 0.1310323064663464, 0.19669548109199145]",175167.66579288107,135591.961328101,"(8514.233309745849, [1229.9441828427184, 1923.7315485207405, 4662.710457357935, 697.8471210244542])",183.99969446754224,2.243898713018808,92,10,82,94.35576618535968,180.243742904715,2,180241.0,139.464,31.45746,,,3.29e-11,4.812318099971091e-07,1.56772,4.0,4,8.753939784909133e-08,4.163781832724928e-07
GRB060202A,3,"[0.8667842272845697, 3.7825769826376625, 2.140190057638501, 0.8979704343676027]","[0.02555170224208818, nan, 0.07438414995955774, 0.05796940191238302]","[167.6030774406038, 211.64576296457057, 2660.271408246491]","[0.009425442405293695, nan, 0.07610935113325705]",17139.24453954135,2001.2657232618792,"(24363.622386150466, [3874.0094391163834, 5819.2767899382925, 14670.33615709579])",441.5435148749228,1.3380106511361296,338,8,330,114.42016569167976,1620.7123289696822,3,179968.0,192.876,22.93896,0.783,,3.21e-11,5.121003385456634e-07,0.76943,3.0,0,3.22867271351673e-07,0.0
GRB060218A,5,"[-0.2999998578616235, 5.9999999980984935, 0.8317720267857344, 5.1088718656743906, 1.0433422292661174, 0.006592171385057238]","[0.0444518932181754, nan, 0.29566747085985107, 2.3805420749165376, 0.14974890844469113, 17.599098179045466]","[257.68373408956717, 363.2355491525022, 6946.277691739329, 10292.266620613302, 99175.73153395974]","[nan, nan, 0.008364259739929459, 0.08248470093858873, 0.9071050632959572]",9.131275437440978,2.163948171093653,"(17324.61032168114, [4447.698429903281, 2041.5449305863908, 8543.607130229888, 716.2446109813327, 1575.5152199802467])",134.4970494121436,0.9471623198038284,154,12,142,15.640141376548623,472.302409845696,2,191157.0,,,0.03342,,2.38e-11,4.754467202690074e-07,1.31386,,0,6.2942212183462225e-06,0.0
